title,normalized_title,portal_collections,search_collections,is_overlap
"Evolution of the Moose Lake Delta, British Columbia: Implications for Holocene environmental change in the Canadian Rocky Mountains",evolution of the moose lake delta british columbia implications for holocene environmental change in the canadian rocky mountains,,Journal Articles,True
"Bed sediment sources and mixing in the glacierized upper Fraser River watershed, east-central British Columbia",bed sediment sources and mixing in the glacierized upper fraser river watershed eastcentral british columbia,,Journal Articles,True
Fort St. James and New Caledonia: Where British Columbia Began,fort st james and new caledonia where british columbia began,,Journal Articles,True
"Geomorphic and climatic interpretations of abrupt changes in glaciolacustrine deposition at Moose Lake, British Columbia, Canada",geomorphic and climatic interpretations of abrupt changes in glaciolacustrine deposition at moose lake british columbia canada,,Journal Articles,True
journal of geophysical researchspace physics,journal of geophysical researchspace physics,,Journal Articles,False
economic geology,economic geology,,Journal Articles,False
"GEOLOGY OF ENDAKO MINE, BRITISH-COLUMBIA",geology of endako mine britishcolumbia,,Journal Articles,True
geology,geology,,Journal Articles,False
ON RECENT CLIMATE TRENDS IN SELECTED SALMON-HATCHING AREAS OF BRITISH-COLUMBIA,on recent climate trends in selected salmonhatching areas of britishcolumbia,,Journal Articles,True
"The mineralogy and geochemistry of the Wicheeda Carbonatite Complex, British Columbia, Canada",the mineralogy and geochemistry of the wicheeda carbonatite complex british columbia canada,,Journal Articles,True
Indigenous Processes of Consent: Repoliticizing Water Governance through Legal Pluralism,indigenous processes of consent repoliticizing water governance through legal pluralism,,Journal Articles; Subsearch AH,True
Behaviour and physiology of sockeye salmon homing through coastal waters to a natal river,behaviour and physiology of sockeye salmon homing through coastal waters to a natal river,,Journal Articles,True
botany,botany,,Journal Articles,False
Geologic tests of hypotheses for large coastwise displacements - A critique illustrated by the Baja British Columbia controversy,geologic tests of hypotheses for large coastwise displacements a critique illustrated by the baja british columbia controversy,,Journal Articles,True
"A comparison of regional lake sediment and till geochemistry surveys- A case stufy the Fawnie Creek area, Central British-Columbia",a comparison of regional lake sediment and till geochemistry surveys a case stufy the fawnie creek area central britishcolumbia,,Journal Articles,False
"Distribution and dispersion of molybdenum in lake sediments adjacent to porphyry molybdenum mineralization, central British Columbia",distribution and dispersion of molybdenum in lake sediments adjacent to porphyry molybdenum mineralization central british columbia,,Journal Articles,True
A comparison of differing lake sediment field sample sizes: application to geochemical exploration for epithermal gold deposits in central British Columbia,a comparison of differing lake sediment field sample sizes application to geochemical exploration for epithermal gold deposits in central british columbia,,Journal Articles,True
In-Situ and Predicted Performance of a Certified Industrial Passive House Building under Future Climate Scenarios,insitu and predicted performance of a certified industrial passive house building under future climate scenarios,,Journal Articles,True
canadian journal of public healthrevue canadienne de sante publique,canadian journal of public healthrevue canadienne de sante publique,,Journal Articles,False
"A huge flood in the Fraser River valley, British Columbia, near the Pleistocene Termination",a huge flood in the fraser river valley british columbia near the pleistocene termination,,Journal Articles,True
The Cedar Project: understanding barriers to consistent condom use over time in a cohort of young indigenous pleople who use drugs.,the cedar project understanding barriers to consistent condom use over time in a cohort of young indigenous pleople who use drugs,,Journal Articles,False
Extent of stem dieback in trembling aspen (Populus tremuloides) as an indicator of time-since simulated browsing,extent of stem dieback in trembling aspen populus tremuloides as an indicator of timesince simulated browsing,,Journal Articles,True
pulp and paper magazine of canada,pulp and paper magazine of canada,,Other non-journal sources,False
Lobaria pulmonaria abundance as an indicator of macrolichen diversity in Interior Cedar-Hemlock forests of east-central British Columbia,lobaria pulmonaria abundance as an indicator of macrolichen diversity in interior cedarhemlock forests of eastcentral british columbia,,Journal Articles,True
"Hydrogeochemistry of the Fraser River, British Columbia: Seasonal variation in major and minor components",hydrogeochemistry of the fraser river british columbia seasonal variation in major and minor components,,Journal Articles; Subsearch AH,True
"Applying core theory and spatial analysis to identify hepatitis C virus infection ""core areas"" in British Columbia, Canada",applying core theory and spatial analysis to identify hepatitis c virus infection core areas in british columbia canada,,Journal Articles,True
journal of geophysical researchsolid earth,journal of geophysical researchsolid earth,,Journal Articles,False
social indicators research,social indicators research,,Journal Articles,False
"NITRATE NITROGEN LEVELS OF TIMOTHY, REED CANARYGRASS AND MEADOW FOXTAIL WITH VARYING NITROGEN-FERTILIZER TREATMENTS AT PRINCE GEORGE",nitrate nitrogen levels of timothy reed canarygrass and meadow foxtail with varying nitrogenfertilizer treatments at prince george,,Journal Articles,True
"The petrology of Ultramafic Xenolits from Summit Lake, near Prince George, British-Columbia",the petrology of ultramafic xenolits from summit lake near prince george britishcolumbia,,Journal Articles,False
"Urban Aboriginal use of fringe financial institutions: Survey evidence from Prince George, British Columbia",urban aboriginal use of fringe financial institutions survey evidence from prince george british columbia,,Journal Articles,True
